City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
224,Constitucion,CL,-35.3333,-72.4167,47.77,90,38,3.78,scattered clouds
225,Houma,US,29.5958,-90.7195,70.0,77,87,4.61,overcast clouds
226,Faridnagar,IN,28.7667,77.6167,82.36,52,34,2.13,scattered clouds
227,Muzhi,RU,65.3667,64.6667,38.48,80,8,10.42,clear sky
228,Bara,NG,10.3744,10.7288,71.96,92,100,5.39,overcast clouds
229,Nioro,GM,13.35,-15.75,74.86,95,100,2.42,light rain
230,Worland,US,44.0169,-107.9554,56.61,81,100,3.0,overcast clouds
231,Alice Springs,AU,-23.7,133.8833,88.21,40,40,10.36,scattered clouds
232,Dubrovytsya,UA,51.5744,26.565,46.0,86,100,17.49,overcast clouds
233,Lloydminster,CA,53.2835,-110.0016,57.47,41,71,5.39,broken clouds
234,Isangel,VU,-19.55,169.2667,75.61,64,18,16.51,few clouds
235,Woodland,US,38.6785,-121.7733,74.61,62,0,11.5,clear sky
236,Port Lincoln,AU,-34.7333,135.8667,60.26,83,97,20.89,overcast clouds
237,Paamiut,GL,61.994,-49.6678,36.14,62,32,4.68,scattered clouds
238,Manuk Mangkaw,PH,4.8,119.85,84.24,71,83,7.85,broken clouds
239,Muravlenko,RU,63.7898,74.523,39.76,95,100,12.12,overcast clouds
240,Nouadhibou,MR,20.931,-17.0347,75.31,78,88,11.68,overcast clouds
241,Karpogory,RU,64.0019,44.4451,43.03,95,100,9.44,light rain
242,Broken Hill,AU,-31.95,141.4333,81.91,26,96,20.33,overcast clouds
243,Roebourne,AU,-20.7833,117.1333,82.26,39,0,13.35,clear sky
244,Mwene-Ditu,CD,-7.0,23.45,65.23,93,68,2.62,broken clouds
245,Namtsy,RU,62.7161,129.6658,30.22,63,100,7.16,overcast clouds
246,Norman Wells,CA,65.282,-126.8329,36.16,98,100,1.23,overcast clouds
247,Maragogi,BR,-9.0122,-35.2225,75.22,75,84,6.04,broken clouds
248,Carnarvon,AU,-24.8667,113.6333,74.95,37,0,8.16,clear sky
249,Seoul,KR,37.5683,126.9778,67.39,71,99,7.0,overcast clouds
250,Namatanai,PG,-3.6667,152.4333,84.99,69,81,9.1,light rain
251,Katsuura,JP,35.1333,140.3,79.36,67,47,21.34,scattered clouds
252,Trapani,IT,37.8333,12.6667,65.28,86,7,4.76,clear sky
253,Cabo San Lucas,MX,22.8909,-109.9124,83.5,73,1,5.3,clear sky
254,Buhe,CN,30.2876,112.2298,62.19,71,100,22.53,overcast clouds
255,Nelson Bay,AU,-32.7167,152.15,71.65,61,34,9.66,scattered clouds
256,Kulhudhuffushi,MV,6.6221,73.07,81.46,77,95,14.63,overcast clouds
257,Havre-Saint-Pierre,CA,50.2334,-63.5986,47.41,79,7,17.16,clear sky
258,Bizhbulyak,RU,53.6967,54.2642,44.37,39,5,8.59,clear sky
259,Fort Nelson,CA,58.8053,-122.7002,47.55,51,60,1.54,broken clouds
260,Southbridge,US,42.0751,-72.0334,50.31,84,100,8.01,overcast clouds
261,Babu,CN,24.4167,111.5167,95.13,39,1,2.01,clear sky
262,Bosaso,SO,11.2842,49.1816,87.04,49,89,7.76,overcast clouds
263,Tura,IN,25.5198,90.2201,78.33,81,100,2.26,overcast clouds
264,Eydhafushi,MV,5.1033,73.0708,80.38,80,98,12.88,overcast clouds
265,Druzhba,UA,52.0428,33.9453,41.5,90,100,12.82,overcast clouds
266,Asau,RO,46.4333,26.4,47.32,81,61,5.26,broken clouds
267,Ostrovnoy,RU,68.0531,39.5131,39.7,75,100,6.85,overcast clouds
268,Dindori,IN,22.95,81.0833,79.36,72,90,8.08,overcast clouds
269,Torbay,CA,47.6666,-52.7314,41.4,80,7,4.0,clear sky
270,Cayenne,GF,4.9333,-52.3333,75.24,94,0,0.0,clear sky
271,Omboue,GA,-1.5746,9.2618,74.84,89,100,5.82,light rain
272,Ahipara,NZ,-35.1667,173.1667,59.77,77,82,12.53,broken clouds
273,Togur,RU,58.3631,82.8265,38.17,59,81,9.66,broken clouds
274,Boende,CD,-0.2167,20.8667,68.45,98,96,1.63,overcast clouds
275,Neiafu,TO,-18.65,-173.9833,81.28,69,40,9.22,scattered clouds
276,Coihaique,CL,-45.5752,-72.0662,47.01,76,0,2.3,clear sky
277,Trincomalee,LK,8.5711,81.2335,86.11,64,100,14.72,overcast clouds
278,Vila Franca Do Campo,PT,37.7167,-25.4333,73.2,93,44,9.55,light rain
279,Natuba,BR,-7.6414,-35.55,64.0,94,3,2.84,clear sky
280,Sept-Iles,CA,50.2001,-66.3821,45.05,76,9,4.0,clear sky
281,Thompson,CA,55.7435,-97.8558,43.72,57,46,1.32,scattered clouds
282,Hamilton,US,39.1834,-84.5333,53.89,74,0,0.0,clear sky
283,Faanui,PF,-16.4833,-151.75,77.77,78,5,17.22,light rain
284,Atar,MR,20.5169,-13.0499,88.54,34,78,5.57,broken clouds
285,Bayji,IQ,34.9311,43.487,79.43,19,0,7.27,clear sky
286,Senanga,ZM,-16.1167,23.2667,62.6,35,0,5.7,clear sky
287,Merauke,ID,-8.4667,140.3333,87.24,69,70,15.99,broken clouds
288,Kaseda,JP,31.4167,130.3167,80.62,77,74,11.05,broken clouds
289,Leshukonskoye,RU,64.8989,45.7622,39.88,92,100,8.84,light rain
290,Sabang,ID,5.8933,95.3214,80.28,80,94,18.21,overcast clouds
291,Tasiilaq,GL,65.6145,-37.6368,37.56,97,100,7.09,overcast clouds
292,Guerrero Negro,MX,27.9769,-114.0611,69.58,80,75,16.22,broken clouds
293,Mutoko,ZW,-17.397,32.2268,58.39,40,0,3.15,clear sky
294,Villamontes,BO,-21.25,-63.5,69.78,48,53,3.74,broken clouds
295,Saint George,US,37.1041,-113.5841,72.95,45,0,3.0,clear sky
296,Mto Wa Mbu,TZ,-3.35,35.85,65.35,71,100,3.51,overcast clouds
297,Waipawa,NZ,-41.4122,175.5153,54.91,62,10,12.68,clear sky
298,Hervey Bay,AU,-25.2986,152.8535,74.01,52,18,8.99,few clouds
299,Maxixe,MZ,-23.8597,35.3472,75.02,88,40,6.91,scattered clouds
300,Salinopolis,BR,-0.6136,-47.3561,78.69,79,32,11.48,scattered clouds
301,Touros,BR,-5.1989,-35.4608,75.54,80,22,13.35,few clouds
302,Maloy,NO,61.9353,5.1136,54.73,63,100,19.3,overcast clouds
303,Maceio,BR,-9.6658,-35.7353,69.24,94,20,4.61,few clouds
304,Chapais,CA,49.7834,-74.8492,43.43,78,93,7.09,overcast clouds
305,Forio,IT,40.7342,13.8646,68.43,70,21,3.0,few clouds
306,Bilibino,RU,68.0546,166.4372,27.46,71,99,2.19,overcast clouds
307,Byadgi,IN,14.6833,75.4833,75.29,79,100,7.58,overcast clouds
308,Tommot,RU,58.9564,126.2925,30.02,81,100,11.01,light snow
309,Bandarbeyla,SO,9.4942,50.8122,78.42,73,47,15.82,scattered clouds
310,Puerto Carreno,CO,6.189,-67.4859,75.4,93,100,4.21,overcast clouds
311,Kirakira,SB,-10.4544,161.9205,83.98,69,66,9.17,broken clouds
312,Sopelana,ES,43.3789,-2.9831,59.81,91,100,4.61,mist
313,Ulaangom,MN,49.9811,92.0667,36.82,29,0,2.59,clear sky
314,Ati,TD,13.2154,18.3353,78.06,66,90,10.07,overcast clouds
315,Cherskiy,RU,68.75,161.3,29.46,69,100,8.52,overcast clouds
316,Margate,GB,51.3813,1.3862,60.91,93,85,5.01,overcast clouds
317,Khorinsk,RU,52.1657,109.7726,34.43,54,100,5.97,overcast clouds
318,Vao,NC,-22.6667,167.4833,69.31,65,7,16.93,clear sky
319,Charters Towers,AU,-20.1,146.2667,82.13,48,96,15.46,overcast clouds
320,Killybegs,IE,54.6333,-8.45,57.67,96,100,10.74,moderate rain
321,Sola,VU,-13.8833,167.55,80.37,75,18,10.96,few clouds
322,Gazojak,TM,41.1875,61.4036,57.02,17,0,10.02,clear sky
323,Xicotencatl,MX,23.0167,-98.8833,75.47,90,100,3.33,overcast clouds
324,Hagi,JP,34.4,131.4167,81.12,69,70,12.48,broken clouds
325,Avera,US,33.194,-82.5271,53.91,80,3,4.76,clear sky
326,Nang Rong,TH,14.6377,102.7914,74.23,93,100,3.15,overcast clouds
327,Sorong,ID,-0.8833,131.25,82.27,78,39,4.56,scattered clouds
328,Tete,MZ,-16.1564,33.5867,75.67,56,0,3.0,clear sky
329,Pacific Grove,US,36.6177,-121.9166,64.08,84,0,13.0,clear sky
330,Shetpe,KZ,44.1667,52.1167,55.27,30,17,14.18,few clouds
331,Benghazi,LY,32.1167,20.0667,74.86,66,100,10.54,overcast clouds
332,Burdur,TR,37.7203,30.2908,50.7,58,0,5.75,clear sky
333,Monteagudo,BO,-19.8167,-63.9833,60.42,69,73,2.73,broken clouds
334,Lichinga,MZ,-13.3128,35.2406,60.89,72,0,8.05,clear sky
335,Bolshaya Glushitsa,RU,50.2406,43.5908,51.93,71,91,6.62,overcast clouds
336,Pereslavl-Zalesskiy,RU,56.7393,38.8563,49.12,84,96,16.24,overcast clouds
337,Dikson,RU,73.5069,80.5464,31.82,99,100,5.12,light snow
338,Ziarat,PK,30.3823,67.7282,59.41,22,0,2.06,clear sky
339,Setermoen,NO,68.861,18.3486,45.43,88,86,3.96,overcast clouds
340,Lerwick,GB,60.1545,-1.1494,55.4,93,100,28.86,light rain
341,Kismayo,SO,-0.3582,42.5454,76.68,82,22,11.34,few clouds
342,Biskamzha,RU,53.4497,89.5272,40.51,45,19,2.15,few clouds
343,Kropotkin,RU,45.4375,40.5756,58.91,59,95,8.52,overcast clouds
344,Kargopol,RU,61.5071,38.9456,43.88,94,38,8.59,scattered clouds
345,Aripuana,BR,-9.1667,-60.6333,70.34,99,92,2.64,overcast clouds
346,Wang Saphung,TH,17.301,101.7685,84.74,83,73,7.76,broken clouds
347,Gushikawa,JP,26.3544,127.8686,86.63,66,75,8.05,broken clouds
348,Pacifica,US,37.6138,-122.4869,63.43,89,20,16.11,few clouds
349,Palmas Bellas,PA,9.2319,-80.0867,81.25,86,81,7.02,broken clouds
350,Bambous Virieux,MU,-20.3428,57.7575,74.21,73,40,12.66,scattered clouds
351,Anta,IN,25.15,76.3,84.63,47,24,11.14,few clouds
352,Aksu,CN,41.1231,80.2644,61.41,35,96,11.92,overcast clouds
353,Kampong Cham,KH,11.9934,105.4635,86.13,68,57,5.44,broken clouds
354,Harer,ET,9.3094,42.1258,58.96,92,98,4.45,light rain
355,Vestmannaeyjar,IS,63.4427,-20.2734,49.21,82,100,16.02,overcast clouds
356,San Jose Del Guaviare,CO,2.5729,-72.6459,72.48,90,94,0.65,overcast clouds
357,Usinsk,RU,65.9939,57.5281,39.22,80,100,5.91,overcast clouds
358,Qaqortoq,GL,60.7167,-46.0333,34.66,56,0,5.88,clear sky
359,Okhotsk,RU,59.3833,143.3,38.17,41,100,4.36,overcast clouds
360,Galle,LK,6.0367,80.217,79.86,85,100,15.64,overcast clouds
361,San Patricio,US,28.017,-97.5169,75.83,49,99,5.06,overcast clouds
362,Kerema,PG,-7.9631,145.7785,85.12,76,30,11.16,scattered clouds
363,Arona,ES,28.0996,-16.681,73.9,59,95,6.91,overcast clouds
364,Novominskaya,RU,46.3163,38.9586,56.57,62,100,3.91,overcast clouds
365,Sioux Falls,US,43.55,-96.7003,69.66,46,100,5.75,overcast clouds
366,Tessalit,ML,20.1986,1.0114,84.94,15,0,13.09,clear sky
367,Chinna Salem,IN,11.65,78.9,89.67,48,100,10.47,light rain
368,Andenes,NO,69.3143,16.1194,43.93,93,40,9.22,scattered clouds
369,Tautira,PF,-17.7333,-149.15,76.08,82,30,23.67,light rain
370,Sao Joao Da Barra,BR,-21.6403,-41.0511,68.05,93,95,6.55,moderate rain
371,The Valley,AI,18.217,-63.0578,82.26,74,63,15.01,broken clouds
372,Cam Ranh,VN,11.9214,109.1591,73.36,94,75,8.05,heavy intensity rain
373,Aktau,KZ,43.65,51.2,55.98,32,4,18.23,clear sky
374,Emerald,AU,-23.5333,148.1667,79.34,45,5,14.0,clear sky
375,Griffith,US,41.5284,-87.4237,56.89,93,0,0.0,clear sky
376,Yar-Sale,RU,66.8333,70.8333,38.7,78,100,11.81,overcast clouds
377,Lorengau,PG,-2.0226,147.2712,86.2,67,57,10.6,broken clouds
378,Troitskoye,RU,52.9821,84.6757,40.35,58,1,5.28,clear sky
379,Newport,GB,51.5877,-2.9984,59.5,83,85,11.77,overcast clouds
380,Khandbari,NP,27.3747,87.2039,69.57,95,100,1.34,overcast clouds
381,Ariquemes,BR,-9.9133,-63.0408,72.32,87,99,3.36,overcast clouds
382,Porto Novo,BJ,6.4965,2.6036,75.11,93,69,4.36,light rain
383,Imbituba,BR,-28.24,-48.6703,59.43,79,100,7.96,overcast clouds
384,Comodoro Rivadavia,AR,-45.8667,-67.5,60.66,44,0,11.5,clear sky
385,Anandnagar,IN,27.1,83.2833,82.24,77,32,14.81,scattered clouds
386,Maarianhamina,AX,60.0973,19.9348,48.06,93,20,6.91,few clouds
387,Sorland,NO,67.667,12.6934,46.26,83,93,15.82,overcast clouds
388,Kavieng,PG,-2.5744,150.7967,85.64,65,100,10.07,overcast clouds
389,Pechenga,RU,69.5259,31.1703,36.3,86,100,2.24,overcast clouds
390,Shuyskoye,RU,59.3736,41.0305,45.25,92,1,9.24,clear sky
391,Fushun,CN,41.8558,123.9233,49.71,33,0,15.88,clear sky
392,Manokwari,ID,-0.8667,134.0833,85.26,65,68,7.4,broken clouds
393,Anantapur,IN,14.6833,77.6,85.03,55,86,13.42,overcast clouds
394,Ambilobe,MG,-13.2,49.05,73.33,58,39,3.18,scattered clouds
395,Wajima,JP,37.4,136.9,78.62,67,100,30.87,overcast clouds
396,Kapiri Mposhi,ZM,-13.9652,28.6809,62.53,46,0,5.66,clear sky
397,Lamu,KE,-2.2717,40.902,71.82,81,47,10.58,scattered clouds
398,Vrangel,RU,42.7297,133.0839,51.37,35,75,20.24,broken clouds
399,Le Port,RE,-20.9373,55.2919,76.89,87,0,5.5,clear sky
400,Prince George,CA,53.9166,-122.753,53.26,89,17,1.25,few clouds
401,Saint-Pierre,RE,-21.3393,55.4781,76.57,67,0,5.75,clear sky
402,Kokopo,PG,-4.352,152.2633,87.13,57,100,12.5,overcast clouds
403,Vostok,RU,46.4856,135.8833,33.76,52,65,15.7,broken clouds
404,Westport,US,41.1415,-73.3579,51.62,79,100,17.27,overcast clouds
405,Khandyga,RU,62.6667,135.6,28.27,43,13,6.26,few clouds
406,Itaituba,BR,-4.2761,-55.9836,74.3,87,23,2.39,few clouds
407,Ikornnes,NO,62.3873,6.557,58.33,89,100,7.99,light rain
408,Kysyl-Syr,RU,63.8986,122.7617,31.3,64,99,9.28,overcast clouds
409,Deputatskiy,RU,69.3,139.9,14.56,93,49,2.84,scattered clouds
410,Yarmouth,US,41.7057,-70.2286,55.99,75,20,18.41,few clouds
411,Plouzane,FR,48.3833,-4.6167,55.72,88,100,9.22,overcast clouds
412,La Romana,DO,18.4273,-68.9728,77.25,90,100,6.02,overcast clouds
413,Bristol,US,41.8334,-71.1662,54.43,79,100,5.99,overcast clouds
414,Samana,DO,19.2056,-69.3369,77.18,92,99,3.67,overcast clouds
415,Rovaniemi,FI,66.5,25.7167,44.01,100,100,5.75,fog
416,Wawa,NG,9.9022,4.4192,73.56,93,87,5.21,overcast clouds
417,Alpena,US,45.0617,-83.4327,47.1,93,0,0.0,clear sky
418,Feijo,BR,-8.1642,-70.3536,73.06,88,59,2.33,broken clouds
419,Sinnamary,GF,5.3833,-52.95,77.07,89,92,7.94,overcast clouds
420,Riobamba,EC,-1.6667,-78.6333,49.59,90,95,2.37,overcast clouds
421,Hambantota,LK,6.1241,81.1185,84.54,79,40,10.36,scattered clouds
422,Hovd,MN,48.0056,91.6419,34.11,22,6,2.53,clear sky
423,Waddan,LY,29.1614,16.139,67.68,86,85,6.08,overcast clouds
424,Gravdal,NO,68.1214,13.5031,48.09,100,75,6.91,broken clouds
425,Portland,US,45.5234,-122.6762,71.62,72,0,3.44,clear sky
426,Huntington,US,38.4193,-82.4452,47.32,93,0,0.0,clear sky
427,Ville-Marie,CA,47.3335,-79.433,44.49,72,79,5.01,broken clouds
428,Kamenka,RU,51.3223,42.7678,50.23,74,86,8.23,overcast clouds
429,Gambela,ET,8.25,34.5833,69.87,96,100,0.94,overcast clouds
430,Camacha,PT,33.0833,-16.3333,63.82,82,20,2.3,few clouds
431,San Quintin,MX,30.4833,-115.95,68.18,85,80,11.68,broken clouds
432,Biak,ID,-0.9131,122.8766,83.52,68,34,2.21,scattered clouds
433,Blackwater,AU,-23.5833,148.8833,82.87,31,6,13.22,clear sky
434,Bahar,IR,34.9072,48.4414,62.22,27,0,2.21,clear sky
435,Spearfish,US,44.4908,-103.8594,54.27,80,100,0.0,overcast clouds
436,Young,UY,-32.6833,-57.6333,46.15,89,36,8.55,scattered clouds
437,Esperance,AU,-33.8667,121.9,62.44,72,65,10.18,broken clouds
438,Yulara,AU,-25.2406,130.9889,74.43,46,96,7.9,overcast clouds
439,Floro,NO,61.5996,5.0328,54.97,82,75,18.41,light rain
440,Apache Junction,US,33.4151,-111.5496,81.25,38,0,18.01,clear sky
441,San Cristobal,VE,7.7669,-72.225,71.78,89,49,2.24,scattered clouds
442,Kislyakovskaya,RU,46.4417,39.675,55.6,63,90,6.35,overcast clouds
443,Kjopsvik,NO,68.097,16.3742,37.27,80,60,5.01,broken clouds
444,La Palma,US,33.8464,-118.0467,75.9,79,0,4.61,clear sky
445,Dondaicha,IN,21.3333,74.5667,83.25,62,71,11.34,broken clouds
446,Bereda,ES,43.2686,-7.5406,55.42,74,1,1.34,clear sky
447,Fez,MA,34.0372,-4.9998,64.65,45,0,4.61,clear sky
448,Godda,IN,24.8333,87.2167,77.74,91,100,11.86,overcast clouds
449,Ucluelet,CA,48.9329,-125.5528,55.09,93,73,3.02,broken clouds
